회사명,주요제품,비고,종목코드,국적,상장유형,증권구분,상장일,철회일,상장주선인/지정자문인,업종,액면가 (원),공모가 (원),공모금액 (천원),최초상장주식수 (주),유통가능주식수(주),유통비율,공모주식수,신주모집수량,구주매출수량,신주비중,구주비중,인수수수료,수수료율,수요예측 경쟁률,일반청약 경쟁률,기관투자자 참여건수,기관투자자 참여건수(국내),기관투자자 참여건수(해외),일반청약자 청약건수,의무보유 확약,청약증거금(백만원),수요예측일(시작),수요예측일(마감),청약일(시작),청약일(마감),납입일,희망공모가하단(원),희망공모가상단(원),결정 수준,주당평가가액(원),할인율(하단),할인율(상단),상장요건,평가등급(상위),평가등급(하위),가치평가방법,증권신고서 상 멀티플
~,,NEW_자동추가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
필링크,Wap Gateway,,064800,대한민국,신규상장,주권,2002-08-22,,교보증권(주),,500,"5,500","7,555,900","5,260,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엠아이자카텍,자카드직물,,065420,대한민국,신규상장,주권,2002-08-22,,엔에이치투자증권(주),,500,"2,150","2,795,000","4,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
포항강판,,,058430,대한민국,신규상장,주권,2002-08-16,,삼성증권(주),1차 철강 제조업,"5,000","18,500","33,300,000","6,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
휴먼텍코리아,클린룸 설계 및 시공관리,,066060,대한민국,신규상장,주권,2002-08-16,,하나증권주식회사,,500,"2,800","7,168,000","7,100,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
LG생명과학,,,068870,대한민국,재상장,주권,2002-08-16,,,의약품 제조업,"5,000",0,0,"9,713,206",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
컴텍코리아,"디지털방송솔루션, NI",,039980,대한민국,신규상장,주권,2002-08-13,,한국증권,,500,"3,000","3,510,000","5,050,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
콜린스,TFT-LCD 모니터,,056010,대한민국,신규상장,주권,2002-08-13,,부국증권(주),,500,"2,600","3,582,800","4,400,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
이미지퀘스트,"CDT모니터, LCD모니터",,048410,대한민국,신규상장,주권,2002-08-08,,한화투자증권(주),,"1,000","2,900","37,294,000","42,860,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
삼성출판사,,,068290,대한민국,재상장,주권,2002-08-05,,,"서적, 잡지 및 기타 인쇄물 출판업","5,000",0,0,"1,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
지엔텍,집진기 유지보수 및 제조,,065410,대한민국,신규상장,주권,2002-08-01,,유진투자증권(주),,500,"1,600","2,752,000","5,720,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
크린에어테크놀로지,대기용필터,,064060,대한민국,신규상장,주권,2002-07-30,,하나증권주식회사,,500,"2,500","4,500,000","6,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
이앤이시스템,빙축열냉방시스템,,065160,대한민국,신규상장,주권,2002-07-30,,한화투자증권(주),,500,"4,800","3,072,000","3,124,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
현대오토넷,,,042100,대한민국,신규상장,주권,2002-07-26,,한국투자증권(주),전자부품 제조업,500,"1,700","67,320,000","179,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
유레스,,,067830,대한민국,재상장,주권,2002-07-25,,,종합 소매업,"5,000",0,0,"8,202,677",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
에스피지,소형 Geared Motor,,058610,대한민국,신규상장,주권,2002-07-23,,엔에이치투자증권(주),,500,"8,000","13,440,000","5,580,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
토탈소프트뱅크,해운물류소프트웨어 (CATOS 등),,045340,대한민국,신규상장,주권,2002-07-19,,유안타증권(주),,500,"9,200","11,960,000","4,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엘케이에프에스,리스크관리시스템(RMS) 등,,047420,대한민국,신규상장,주권,2002-07-19,,키움증권(주),,500,"3,100","6,820,000","7,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
세안아이티,LCD 및 반도체 검사장비,,053810,대한민국,신규상장,주권,2002-07-19,,푸르덴셜,,500,"3,800","5,320,000","4,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
정호코리아,가방 및 여성의류,,065310,대한민국,신규상장,주권,2002-07-19,,한화투자증권(주),,"1,000","5,100","3,245,385","2,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
교보증권,,,030610,대한민국,이전상장,주권,2002-07-18,,엔에이치투자증권(주),금융 지원 서비스업,"5,000",0,-,"36,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
한샘,,,009240,대한민국,신규상장,주권,2002-07-16,,엔에이치투자증권(주),생활용품 도매업,"1,000","5,500","23,265,000","21,137,500",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
삼호개발,"토공사, 철근콘크리트, 아스콘, 골재",,010960,대한민국,신규상장,주권,2002-07-16,,DB증권주식회사,,500,950,"4,085,000","14,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
시그엔,서버호스팅,,052970,대한민국,신규상장,주권,2002-07-16,,KB증권(주),,500,"4,200","7,135,800","5,660,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
대진디엠피,고무 및 플라스틱제품 제조업,,065690,대한민국,신규상장,주권,2002-07-16,,메리츠종합금융증권(주),,500,"8,700","11,832,000","3,900,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
서호전기,항만크레인 구동전기장치,,065710,대한민국,신규상장,주권,2002-07-16,,메릴린치인터내셔날엘엘씨증권 서울지점,,500,"3,200","4,960,000","5,150,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
백산오피씨,OPC Drum,,066110,대한민국,신규상장,주권,2002-07-16,,교보증권(주),,500,"4,000","17,200,000","15,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
다스텍,전자파 장해 방지용 필터 및 코일,,043710,대한민국,신규상장,주권,2002-07-11,,푸르덴셜,,500,"1,400","3,360,000","7,600,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
동화씨엠테크,건축자재,,060560,대한민국,신규상장,주권,2002-07-11,,키움증권(주),,500,"2,000","4,400,000","7,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아비코전자,"전자저항기, 전자인덕터",,036010,대한민국,신규상장,주권,2002-07-03,,삼성증권(주),,"1,000","8,500","14,042,893","5,910,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
대원씨아이,"만화단행본, 정기간행물",,060280,대한민국,신규상장,주권,2002-07-03,,키움증권(주),,500,"5,700","7,980,000","4,500,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
샤인,"스테인레스 와이어, 로프, 용접봉",,065620,대한민국,신규상장,주권,2002-06-27,,엔에이치투자증권(주)(농협),,500,"1,900","6,650,000","11,500,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
보이스웨어,음성인식 및 음성합성 엔진,,060230,대한민국,신규상장,주권,2002-06-25,,한국증권,,500,"4,500","6,978,150","7,680,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
우리금융지주,,,053000,대한민국,신규상장,주권,2002-06-24,,"엔에이치투자증권(주),삼성증권(주)",기타 금융업,"5,000","6,800","612,000,000","763,624,391",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
케이피케미칼,,,064420,대한민국,재상장,주권,2002-06-21,,,기초 화학물질 제조업,"5,000",0,0,"5,602,280",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
아이티플러스,"e-Biz Infra Solution, SI",,046940,대한민국,신규상장,주권,2002-06-18,,메리츠종합금융증권(주),,500,"7,500","13,500,000","6,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
퓨어텍,"변압기, 펌프",,054120,대한민국,신규상장,주권,2002-06-18,,현대차증권주식회사,,500,"2,100","3,822,000","6,066,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
옴니텔,"모바일방송, 모바일컨텐츠",,057680,대한민국,신규상장,주권,2002-06-18,,한국증권,,500,"5,500","8,574,500","7,760,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아쿠아테크,오/폐수 처리시스템 제조 및 구축,,065180,대한민국,신규상장,주권,2002-06-18,,한화투자증권(주),,500,"3,300","5,280,000","5,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
신세계건설,,,034300,대한민국,이전상장,주권,2002-06-17,,유안타증권(주),건물 건설업,"5,000",0,0,"4,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
룸앤데코,"주방/인테리어용품, 침구용품, 가구 등",,067130,대한민국,재상장,주권,2002-06-17,,엔에이치투자증권(주),,"2,500",0,0,"1,146,523",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
인선이엔티,건축폐기물처리,,060150,대한민국,신규상장,주권,2002-06-14,,DB증권주식회사,,500,"8,500","11,900,000","4,600,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
오브제,여성 의류,,058680,대한민국,신규상장,주권,2002-06-11,,신영증권(주),,"1,000","10,700","9,630,000","3,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
슈마일렉트론,Graphic Card,,056500,대한민국,신규상장,주권,2002-06-04,,DB증권주식회사,,500,"2,400","2,400,000","4,400,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한국전파기지국,공용기지국건설/관리,,065530,대한민국,신규상장,주권,2002-06-04,,미래에셋증권 주식회사,,"5,000","7,200","11,520,000","5,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
케이디미디어,"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제",,063440,대한민국,신규상장,주권,2002-05-30,,KB증권(주),,500,"3,700","11,914,000","10,720,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
우신시스템,,,017370,대한민국,이전상장,주권,2002-05-28,,삼성증권(주),특수 목적용 기계 제조업,500,0,0,"10,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
지어소프트,"Mobile Solution & Platform, Internet GIS, Mobile Service",,051160,대한민국,신규상장,주권,2002-05-28,,교보증권(주),,500,"4,900","4,694,004","4,760,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
지엔코,"캐쥬얼의류(SPORT-REPLAY, Thursday Island)",,065060,대한민국,신규상장,주권,2002-05-28,,미래에셋증권 주식회사,,500,"6,600","17,160,000","8,600,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
삼성광전,반도체,,046430,대한민국,신규상장,주권,2002-05-23,,삼성증권(주),,500,"5,300","8,215,000","5,150,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
뉴테크맨,전자제품 스위치,,049180,대한민국,신규상장,주권,2002-05-23,,삼성증권(주),,500,"1,500","3,240,000","7,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
케이에이치바텍,"휴대폰부품(SHIELD, BRACKET)",,060720,대한민국,신규상장,주권,2002-05-21,,교보증권(주),,500,"24,000","28,800,000","4,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
미래에셋오리엔탈주식혼합형펀드,,,067700,대한민국,신규상장,투자회사,2002-05-20,,미래에셋증권(주),,0,-,-,"5,080,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
시큐리티코리아,경비용역,,066330,대한민국,재상장,주권,2002-05-17,,유진투자증권(주),,500,0,0,"10,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
유펄스,유무선 통신용 소프트웨어,,050760,대한민국,신규상장,주권,2002-05-16,,엔에이치투자증권(주)(농협),,500,"3,300","5,594,632","5,630,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
알에프텍,"핸드폰 충전기, 핸즈프리",,061040,대한민국,신규상장,주권,2002-05-16,,엔에이치투자증권(주),,500,"4,800","7,680,000","7,700,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
이랜텍,Battery Pack,,054210,대한민국,신규상장,주권,2002-05-09,,삼성증권(주),,500,"5,600","17,920,000","10,600,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
영진닷컴,IT관련 서적 출판,,053890,대한민국,신규상장,주권,2002-05-07,,신한투자증권 주식회사,,500,"4,800","16,320,000","10,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
케이디엔스마텍,IC카드,,054020,대한민국,신규상장,주권,2002-05-07,,교보증권(주),,500,"3,500","9,450,000","13,160,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에어로텔레콤,CDMA 중계기,,058550,대한민국,신규상장,주권,2002-05-07,,하나증권주식회사,,500,"5,500","6,237,000","3,778,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
데이타게이트인터내셔널,"침입탐지시스템, 보안취약점분석, 헬프데스크",,060410,대한민국,신규상장,주권,2002-05-07,,하나증권주식회사,,500,"2,500","4,300,000","5,720,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
마이다스차익거래삼호혼합형펀드,,,067410,대한민국,신규상장,투자회사,2002-05-06,,교보증권(주),,0,-,-,"11,084,400",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
경조산업,"텐트, 원 ·부자재",,050120,대한민국,신규상장,주권,2002-04-25,,유진투자증권(주),,500,"2,050","2,539,950","4,129,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
케이피티,"Vacuum Treatment, Plasma Surface Treatment",,054410,대한민국,신규상장,주권,2002-04-25,,엔에이치투자증권(주)(농협),,500,"2,800","4,257,876","5,060,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
어울림정보기술,"SecureWorks Firewall, VPN",,038320,대한민국,신규상장,주권,2002-04-23,,미래에셋증권(주),,500,"7,000","7,700,000","5,100,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한국통신데이타,GIS용 S/W,,045760,대한민국,신규상장,주권,2002-04-23,,삼성증권(주),,500,"5,500","13,200,000","10,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
씨엠에스,생활쿠폰 판촉 서비스,,050470,대한민국,신규상장,주권,2002-04-23,,미래에셋증권(주),,500,"2,500","4,150,000","8,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
삼에스코리아,"칼로리메타, 가습기",,060310,대한민국,신규상장,주권,2002-04-23,,신영증권(주),,500,"3,800","3,002,000","2,400,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
LG카드,,,032710,대한민국,신규상장,주권,2002-04-22,,미래에셋증권주식회사,재 보험업,"5,000","58,000","464,000,000","74,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
LG전자,,,066570,대한민국,재상장,주권,2002-04-22,,,통신 및 방송 장비 제조업,"5,000",0,0,"156,792,255",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
화일약품,의약품원료,,061250,대한민국,신규상장,주권,2002-04-18,,엔에이치투자증권(주)(농협),,500,"14,900","10,728,000","2,400,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
제이콤,"생활무전기, GPS 관련제품",,060750,대한민국,신규상장,주권,2002-04-11,,키움증권(주),,500,"3,000","7,080,000","9,400,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한진피앤씨,"통기성필름, 판지상자인쇄",,061460,대한민국,신규상장,주권,2002-04-11,,굿모닝2,,500,"3,100","15,786,440","16,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한국콜마,,,024720,대한민국,이전상장,주권,2002-04-09,,메리츠증권 주식회사,기타 화학제품 제조업,500,"3,300","6,600,000","14,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엔에이씨정보시스템,CATIA Solution,,053980,대한민국,신규상장,주권,2002-04-09,,미래에셋증권 주식회사,,500,"3,900","6,240,000","5,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
농우바이오,"고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등",,054050,대한민국,신규상장,주권,2002-04-02,,신한투자증권 주식회사,,500,"6,800","29,240,000","14,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
미래에셋프리미어전환혼합형이호펀드,,,066030,대한민국,신규상장,투자회사,2002-03-18,,미래에셋증권(주),,0,-,-,"4,080,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
한국물류정보통신,EC/EDI,,039420,대한민국,신규상장,주권,2002-03-12,,한화투자증권(주),,"5,000","10,000","7,250,000","2,415,473",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
대우정밀,,,064960,대한민국,재상장,주권,2002-03-11,,,자동차 신품 부품 제조업,"5,000",0,0,"1,375,693",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
에스티아이,"Chemical 중앙공급시스템(C.C.S.S), 세정·식각시스템",,039440,대한민국,신규상장,주권,2002-02-28,,KB증권(주),,"5,000","17,500","3,675,000","660,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
잉크테크,"잉크젯 프린터용 잉크카트리지, 재충전 잉크",,049550,대한민국,신규상장,주권,2002-02-28,,한국증권,,500,"4,600","9,660,000","8,332,983",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
우수씨엔에스,니트웨어,,060550,대한민국,신규상장,주권,2002-02-28,,한화투자증권(주),,"5,000","15,500","2,342,050","480,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
대한뉴팜,"동물약품, 인체약품, 유아용품",,054670,대한민국,신규상장,주권,2002-02-26,,메리츠종합금융증권(주),,500,"3,800","8,360,000","7,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
인탑스,휴대전화기용부품,,049070,대한민국,신규상장,주권,2002-02-21,,삼성증권(주),,500,"7,600","19,760,000","8,600,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
씨티씨바이오,"동물용항병원성제품, 생균효소제",,060590,대한민국,신규상장,주권,2002-02-21,,미래에셋증권(주),,500,"5,300","4,603,050","2,892,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한도하이테크,"모바일솔루션, ERP용미들웨어솔루션",,060660,대한민국,신규상장,주권,2002-02-21,,미래에셋증권(주),,500,"4,600","7,912,000","5,720,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아이씨엠,"금융 ·병원 SI, PACS",,038710,대한민국,신규상장,주권,2002-02-19,,한화투자증권(주),,500,"5,000","5,000,000","5,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에이.에스.이,"RF-Generator, RF-Matching Network",,058370,대한민국,신규상장,주권,2002-02-19,,엔에이치투자증권(주),,500,"5,100","5,610,000","3,665,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
피씨디렉트,"스토리지(HDD), 프로세서(CPU), Memory, Monitor등",,051380,대한민국,신규상장,주권,2002-02-15,,한국증권,,500,"4,000","3,432,000","3,858,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
현진소재,선박용 엔진부품,,053660,대한민국,신규상장,주권,2002-02-15,,굿모닝2,,500,"3,200","7,040,000","7,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한국해저통신,해저케이블등의 건설 및 유지보수 업무,,060370,대한민국,신규상장,주권,2002-02-15,,삼성증권(주),,"5,000","14,500","19,174,800","4,380,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한국기업평가,"신용평가, 컨설팅, 위험관리솔루션",,034950,대한민국,신규상장,주권,2002-02-07,,미래에셋증권(주),,"5,000","14,000","19,880,000","4,717,880",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
광주신세계,,,037710,대한민국,신규상장,주권,2002-02-07,,엔에이치투자증권(주),종합 소매업,"5,000","33,000","16,500,000","1,600,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
코스맥스,화장품,,044820,대한민국,신규상장,주권,2002-02-07,,한화투자증권(주),,"5,000","25,000","3,500,000","620,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
우전시스텍,케이블모뎀,,045880,대한민국,신규상장,주권,2002-02-07,,하나증권주식회사,,500,"2,300","6,279,000","9,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
구영테크,엔진 브라켓(Engine Bracket) 등,,053270,대한민국,신규상장,주권,2002-02-07,,메리츠종합금융증권(주),,500,"2,250","4,050,000","5,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
태영텔스타,"DVD플레이어, Set-Top Box",,060840,대한민국,신규상장,주권,2002-02-07,,한국증권,,500,"4,800","14,400,000","15,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아이빌소프트,"이러닝(e-Learning)솔루션, 컨텐트 개발 및 판매",,037830,대한민국,신규상장,주권,2002-02-05,,KB증권(주),,500,"3,100","4,960,000","8,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
백금정보통신,레이더/레이져디텍터,,046310,대한민국,신규상장,주권,2002-02-05,,엔에이치투자증권(주),,"1,000","16,500","15,675,000","3,470,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
씨제이엔터테인먼트,"영화배급, 비디오판매",,049370,대한민국,신규상장,주권,2002-02-05,,신한투자증권 주식회사,,"1,000","12,000","44,524,800","12,367,960",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한송하이테크,"PCB생산 장비 제조(로더, 언로더, 레이업시스템 등)",,058530,대한민국,신규상장,주권,2002-02-05,,한화투자증권(주),,500,"3,300","4,686,000","5,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
뉴보텍,"고강성 PVC DC, HDPE 등",,060260,대한민국,신규상장,주권,2002-02-05,,키움증권(주),,500,"3,000","3,564,000","3,960,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
동양에스텍,"열연박판, 열연후판, 무늬강판",,060380,대한민국,신규상장,주권,2002-02-05,,SK증권(주),,500,"2,500","5,375,000","7,150,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아이엠알아이,컴퓨터 모니터,,039000,대한민국,신규상장,주권,2002-01-31,,한화투자증권(주),,"1,000","2,850","4,674,570","6,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
고려신용정보,"채권추심, 신용조사",,049720,대한민국,신규상장,주권,2002-01-31,,유진투자증권(주),,"5,000","6,000","2,580,000","1,430,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
메디오피아테크날리지,가상교육솔루션(EDUTRACK),,056200,대한민국,신규상장,주권,2002-01-29,,엔에이치투자증권(주),,500,"2,600","5,720,000","7,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
글로벌파워채권액티브혼합형펀드,,,064910,대한민국,신규상장,투자회사,2002-01-28,,유진투자증권(주),,0,-,-,"6,080,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
제일바이오,동물사료첨가제,,052670,대한민국,신규상장,주권,2002-01-24,,메릴린치인터내셔날엘엘씨증권 서울지점,,"5,000","15,200","3,648,000","800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하우리,안티바이러스,,049130,대한민국,신규상장,주권,2002-01-22,,KB증권(주),,500,"2,800","10,164,000","15,080,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
